geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
97246,126129,CPT1C,78070.0,carnitine palmitoyltransferase 1C,Q8TCG5,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle,0.7262,,chr19,True,"Cell projection, dendrite",NUC
97247,285315,C3orf33,329659.0,chromosome 3 open reading frame 33,Q6P1S2,0,0.7152,3.0,chr3,True,Mitochondrion inner membrane,MIM
97248,84895,MIGA2,108958.0,mitoguardin 2,Q7L4E1,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites,0.6613,,chr9,True,Mitochondrion outer membrane,NUC
97249,27044,SND1,56463.0,staphylococcal nuclease and tudor domain containing 1,Q7KZF4,0,0.6244,,chr7,True,Cytoplasm,NUC
97250,2747,GLUD2,,glutamate dehydrogenase 2,P49448,Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism,0.4661,1.0,chrX,True,Mitochondrion matrix,NUC
97251,84842,HPDL,242642.0,4-hydroxyphenylpyruvate dioxygenase like,Q96IR7,0,0.3717,3.0,chr1,True,Mitochondrion,NUC
97252,90806,ANGEL2,52477.0,angel homolog 2,Q5VTE6,Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications,0.3556,5.0,chr1,True,Mitochondrion matrix,NUC
97253,65990,ANTKMT,214917.0,adenine nucleotide translocase lysine methyltransferase,Q9BQD7,Metabolism > Nucleotide metabolism,0.2311,,chr16,True,Mitochondrion membrane,NUC
97254,790955,UQCC3,107197.0,ubiquinol-cytochrome c reductase complex assembly factor 3,Q6UW78,OXPHOS > Complex III > CIII assembly factors | OXPHOS > OXPHOS assembly factors,0.2311,,chr11,True,Mitochondrion inner membrane,MIM
97255,10549,PRDX4,53381.0,peroxiredoxin 4,Q13162,Metabolism > Detoxification > ROS and glutathione metabolism,0.2254,,chrX,True,Cytoplasm,NUC
97256,51654,CDK5RAP1,66971.0,CDK5 regulatory subunit associated protein 1,Q96SZ6,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,0.1441,3.0,chr20,True,Mitochondrion,NUC
97257,10606,PAICS,67054.0,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,P22234,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,0.08,,chr4,True,,NUC
97258,84709,MGARP,67749.0,mitochondria localized glutamic acid rich protein,Q8TDB4,Mitochondrial dynamics and surveillance > Trafficking,0.0622,2.0,chr4,True,Mitochondrion,NUC
97259,81932,HDHD3,72748.0,haloacid dehalogenase like hydrolase domain containing 3,Q9BSH5,0,0.0417,,chr9,True,,NUC
97260,1585,CYP11B2,13072.0,cytochrome P450 family 11 subfamily B member 2,P19099,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",0.0256,3.0,chr8,True,Mitochondrion inner membrane,MIM
97261,56895,AGPAT4,68262.0,1-acylglycerol-3-phosphate O-acyltransferase 4,Q9NRZ5,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,-0.0064,,chr6,True,Endoplasmic reticulum membrane,NUC
97262,81554,RCC1L,94254.0,RCC1 like,Q96I51,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,-0.1485,2.0,chr7,True,Mitochondrion membrane,NUC
97263,222234,FAM185A,330050.0,family with sequence similarity 185 member A,Q8N0U4,0,-0.32,3.0,chr7,True,,NUC
97264,5366,PMAIP1,58801.0,phorbol-12-myristate-13-acetate-induced protein 1,Q13794,Mitochondrial dynamics and surveillance > Apoptosis,-0.3397,,chr18,True,Mitochondrion,NUC
97265,11022,TDRKH,72634.0,tudor and KH domain containing,Q9Y2W6,0,-0.8138,,chr1,True,Cytoplasm,NUC
97266,80024,SLC8B1,170756.0,solute carrier family 8 member B1,Q6J4K2,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport,-0.9328,,chr12,True,Mitochondrion inner membrane,MIM
97267,1594,CYP27B1,13115.0,cytochrome P450 family 27 subfamily B member 1,O15528,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism,-0.9827,2.0,chr12,True,Mitochondrion membrane,NUC
97268,11232,POLG2,50776.0,"DNA polymerase gamma 2, accessory subunit",Q9UHN1,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid,-0.9827,2.0,chr17,True,Mitochondrion,NUC
97269,284486,THEM5,66198.0,thioesterase superfamily member 5,Q8N1Q8,Metabolism > Lipid metabolism,-0.9827,2.0,chr1,True,Mitochondrion matrix,NUC
97270,638,BIK,12124.0,BCL2 interacting killer,Q13323,Mitochondrial dynamics and surveillance > Apoptosis,-1.0247,,chr22,True,Endomembrane system,NUC
97271,7978,MTERF1,208595.0,mitochondrial transcription termination factor 1,Q99551,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription,-1.0247,,chr7,True,Mitochondrion,NUC
97272,113115,MTFR2,71804.0,mitochondrial fission regulator 2,Q6P444,Mitochondrial dynamics and surveillance > Fission,-1.0247,,chr6,True,Mitochondrion,NUC
97273,2879,GPX4,625249.0,glutathione peroxidase 4,P36969,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,-1.0377,,chr19,True,Mitochondrion,NUC
97274,387990,TOMM20L,75266.0,translocase of outer mitochondrial membrane 20 like,Q6UXN7,"Protein import, sorting and homeostasis > Protein import and sorting",-1.1144,,chr14,True,Mitochondrion outer membrane,NUC
97275,1312,COMT,12846.0,catechol-O-methyltransferase,P21964,Metabolism > Amino acid metabolism > Catechol metabolism,-1.2362,,chr22,True,Cytoplasm,NUC
97276,60314,MYG1,60315.0,MYG1 exonuclease,Q86UA3,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications,-1.3152,5.0,chr12,True,"Nucleus, nucleoplasm",NUC
97277,64847,SPATA20,217116.0,spermatogenesis associated 20,Q8TB22,0,-1.3348,2.0,chr17,True,Secreted,NUC
97278,64064,OXCT2,,3-oxoacid CoA-transferase 2,Q9BYC2,Metabolism > Carbohydrate metabolism > Ketone metabolism,-1.406,1.0,chr1,True,Mitochondrion,NUC
97279,133957,CCDC127,67433.0,coiled-coil domain containing 127,Q96BQ5,0,-1.4533,,chr5,True,Mitochondrion outer membrane,NUC
97280,1407,CRY1,12952.0,cryptochrome circadian regulator 1,Q16526,0,-1.472,,chr12,True,Cytoplasm,NUC
97281,348158,ACSM2B,,acyl-CoA synthetase medium chain family member 2B,Q68CK6,Metabolism > Lipid metabolism > Fatty acid oxidation,-1.8699,2.0,chr16,True,Mitochondrion,NUC
97282,80179,MYO19,66196.0,myosin XIX,Q96H55,Mitochondrial dynamics and surveillance > Trafficking,-1.9426,,chr17,True,Mitochondrion outer membrane,NUC
97283,92667,MGME1,74528.0,mitochondrial genome maintenance exonuclease 1,Q9BQP7,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay,-2.2856,3.0,chr20,True,Mitochondrion,NUC
97284,5414,SEPTIN4,18952.0,septin 4,O43236,Mitochondrial dynamics and surveillance > Apoptosis,-2.3066,4.0,chr17,True,Cytoplasm,NUC
97285,80303,EFHD1,98363.0,EF-hand domain family member D1,Q9BUP0,Signaling > Calcium homeostasis > EF hand proteins,-2.4214,,chr2,True,Mitochondrion inner membrane,MIM
97286,55969,RAB5IF,67388.0,RAB5 interacting factor,Q9BUV8,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,-2.5071,,chr20,True,Endoplasmic reticulum membrane,NUC
97287,328,APEX1,11792.0,apurinic/apyrimidinic endodeoxyribonuclease 1,P27695,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,-2.5406,,chr14,True,Nucleus,NUC
97288,9517,SPTLC2,20773.0,serine palmitoyltransferase long chain base subunit 2,O15270,Metabolism > Lipid metabolism > Phospholipid metabolism,-2.5406,,chr14,True,Endoplasmic reticulum membrane,NUC
97289,90871,DMAC1,66928.0,distal membrane arm assembly complex 1,Q96GE9,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,-2.6545,,chr9,True,Mitochondrion inner membrane,MIM
97290,134145,ATPSCKMT,68073.0,ATP synthase c subunit lysine N-methyltransferase,Q6P4H8,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,-2.7697,,chr5,True,Mitochondrion membrane,NUC
97291,129807,NEU4,241159.0,neuraminidase 4,Q8WWR8,Metabolism > Carbohydrate metabolism,-2.8234,2.0,chr2,True,Cell membrane,NUC
97292,842,CASP9,12371.0,caspase 9,P55211,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",-2.86,3.0,chr1,True,,NUC
97293,55750,AGK,69923.0,acylglycerol kinase,Q53H12,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway | Metabolism > Lipid metabolism > Phospholipid metabolism",-2.9098,,chr7,True,Mitochondrion inner membrane,MIM
97294,4170,MCL1,17210.0,"MCL1 apoptosis regulator, BCL2 family member",Q07820,Mitochondrial dynamics and surveillance > Apoptosis,-3.1297,,chr1,True,Membrane,NUC
97295,54920,DUS2,66369.0,dihydrouridine synthase 2,Q9NX74,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,-3.2256,,chr16,True,Cytoplasm,NUC
97296,201164,PLD6,194908.0,phospholipase D family member 6,Q8N2A8,Metabolism > Lipid metabolism > Cardiolipin synthesis | Mitochondrial dynamics and surveillance > Fusion,-3.2256,,chr17,True,Mitochondrion outer membrane,NUC
97297,10953,TOMM34,67145.0,translocase of outer mitochondrial membrane 34,Q15785,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",-3.4637,,chr20,True,Cytoplasm,NUC
97298,9692,PRORP,66132.0,protein only RNase P catalytic subunit,O15091,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing,-3.6264,5.0,chr14,True,Mitochondrion,NUC
97299,57048,PLSCR3,70310.0,phospholipid scramblase 3,Q9NRY6,Metabolism > Lipid metabolism > Cardiolipin synthesis,-3.6727,,chr17,True,Mitochondrion membrane,NUC
97300,1159,CKMT1B,,"creatine kinase, mitochondrial 1B",0,Metabolism > Nucleotide metabolism > Creatine metabolism,-3.742,2.0,chr15,True,,NUC
97301,4707,NDUFB1,,NADH:ubiquinone oxidoreductase subunit B1,O75438,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,-3.784,,chr14,True,Mitochondrion inner membrane,MIM
97302,100526740,ATP5MF-PTCD1,,ATP5MF-PTCD1 readthrough,B4DJ38,0,-3.784,,chr7,True,Mitochondrion matrix,NUC
97303,841,CASP8,12370.0,caspase 8,Q14790,"Protein import, sorting and homeostasis > Protein homeostasis | Mitochondrial dynamics and surveillance > Apoptosis",-3.7952,4.0,chr2,True,Cytoplasm,NUC
97304,598,BCL2L1,12048.0,BCL2 like 1,Q07817,Mitochondrial dynamics and surveillance > Apoptosis,-3.8147,,chr20,True,Mitochondrion inner membrane,MIM
97305,55218,EXD2,97827.0,exonuclease 3'-5' domain containing 2,Q9NVH0,Mitochondrial central dogma > Translation,-3.8147,,chr14,True,Mitochondrion outer membrane,NUC
97306,83787,ARMC10,67211.0,armadillo repeat containing 10,Q8N2F6,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Trafficking,-4.079,,chr7,True,Endoplasmic reticulum membrane,NUC
97307,125170,MIEF2,237781.0,mitochondrial elongation factor 2,Q96C03,Mitochondrial dynamics and surveillance > Fission,-4.2008,5.0,chr17,True,Mitochondrion outer membrane,NUC
97308,54974,THG1L,66628.0,tRNA-histidine guanylyltransferase 1 like,Q9NWX6,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,-4.4408,3.0,chr5,True,Cytoplasm,NUC
97309,64083,GOLPH3,66629.0,golgi phosphoprotein 3,Q9H4A6,0,-4.4533,4.0,chr5,True,"Golgi apparatus, Golgi stack membrane",NUC
97310,9581,PREPL,213760.0,prolyl endopeptidase like,Q4J6C6,0,-4.592,,chr2,True,"Cytoplasm, cytosol",NUC
97311,79072,FASTKD3,69577.0,FAST kinase domains 3,Q14CZ7,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,-4.7007,3.0,chr5,True,Mitochondrion,NUC
97312,84902,CEP89,72140.0,centrosomal protein 89,Q96ST8,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,-4.7007,3.0,chr19,True,"Cytoplasm, cytosol",NUC
97313,150763,GPAT2,215456.0,"glycerol-3-phosphate acyltransferase 2, mitochondrial",Q6NUI2,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,-5.3044,,chr2,True,Mitochondrion outer membrane,NUC
97314,4077,NBR1,17966.0,NBR1 autophagy cargo receptor,Q14596,Mitochondrial dynamics and surveillance > Autophagy,-5.3955,,chr17,True,Cytoplasm,NUC
97315,666,BOK,51800.0,BCL2 family apoptosis regulator BOK,Q9UMX3,Mitochondrial dynamics and surveillance > Apoptosis,-5.5448,,chr2,True,Mitochondrion membrane,NUC
97316,60681,FKBP10,14230.0,FKBP prolyl isomerase 10,Q96AY3,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",-5.5448,,chr17,True,Endoplasmic reticulum lumen,NUC
97317,133383,SETD9,,SET domain containing 9,Q8NE22,0,-5.5827,2.0,chr5,True,,NUC
97318,1584,CYP11B1,,cytochrome P450 family 11 subfamily B member 1,P15538,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins",-5.6193,3.0,chr8,True,Mitochondrion inner membrane,MIM
97319,751071,CSKMT,,citrate synthase lysine methyltransferase,A8MUP2,Signaling,-5.6193,3.0,chr11,True,Mitochondrion,NUC
97320,374986,MIGA1,215708.0,mitoguardin 1,Q8NAN2,Mitochondrial dynamics and surveillance > Fusion,-5.6553,,chr1,True,Mitochondrion outer membrane,NUC
97321,22934,RPIA,19895.0,ribose 5-phosphate isomerase A,P49247,Metabolism > Carbohydrate metabolism,-5.8466,4.0,chr2,True,,NUC
97322,27113,BBC3,170770.0,BCL2 binding component 3,Q96PG8,Mitochondrial dynamics and surveillance > Apoptosis,-6.0415,5.0,chr19,True,,NUC
97323,572,BAD,12015.0,BCL2 associated agonist of cell death,Q92934,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr11,True,Mitochondrion outer membrane,NUC
97324,596,BCL2,12043.0,BCL2 apoptosis regulator,P10415,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr18,True,Mitochondrion outer membrane,NUC
97325,597,BCL2A1,12047.0,BCL2 related protein A1,Q16548,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr15,True,Cytoplasm,NUC
97326,599,BCL2L2,12050.0,BCL2 like 2,Q92843,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr14,True,Mitochondrion membrane,NUC
97327,836,CASP3,12367.0,caspase 3,P42574,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",-6.2297,,chr4,True,Cytoplasm,NUC
97328,1760,DMPK,13400.0,DM1 protein kinase,Q09013,0,-6.2297,,chr19,True,Endoplasmic reticulum membrane,NUC
97329,1763,DNA2,327762.0,DNA replication helicase/nuclease 2,P51530,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Metabolism > Metals and cofactors > Fe-S-containing proteins,-6.2297,,chr10,True,Nucleus,NUC
97330,4541,MT-ND6,17722.0,"NADH dehydrogenase, subunit 6 (complex I)",P03923,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,-6.2297,,chrM,True,Mitochondrion inner membrane,MIM
97331,5071,PRKN,50873.0,parkin RBR E3 ubiquitin protein ligase,O60260,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,-6.2297,,chr6,True,"Cytoplasm, cytosol",NUC
97332,8846,ALKBH1,211064.0,"alkB homolog 1, histone H2A dioxygenase",Q13686,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,-6.2297,,chr14,True,Nucleus,NUC
97333,9463,PICK1,18693.0,protein interacting with PRKCA 1,Q9NRD5,0,-6.2297,,chr22,True,"Cytoplasm, perinuclear region",NUC
97334,10017,BCL2L10,12049.0,BCL2 like 10,Q9HD36,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr15,True,Mitochondrion,NUC
97335,11216,AKAP10,56697.0,A-kinase anchoring protein 10,O43572,Signaling > cAMP-PKA signaling,-6.2297,,chr17,True,Mitochondrion,NUC
97336,51657,STYXL1,76571.0,serine/threonine/tyrosine interacting like 1,Q9Y6J8,Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr7,True,Mitochondrion matrix,NUC
97337,54888,NSUN2,28114.0,NOP2/Sun RNA methyltransferase 2,Q08J23,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,-6.2297,,chr5,True,"Nucleus, nucleolus",NUC
97338,55811,ADCY10,271639.0,adenylate cyclase 10,Q96PN6,Signaling > cAMP-PKA signaling,-6.2297,,chr1,True,Cell membrane,NUC
97339,56848,SPHK2,56632.0,sphingosine kinase 2,Q9NRA0,Metabolism > Lipid metabolism > Phospholipid metabolism | Mitochondrial dynamics and surveillance > Apoptosis,-6.2297,,chr19,True,Cytoplasm,NUC
97340,63899,NSUN3,106338.0,NOP2/Sun RNA methyltransferase 3,Q9H649,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,-6.2297,,chr3,True,Mitochondrion matrix,NUC
97341,140886,PABPC5,93728.0,poly(A) binding protein cytoplasmic 5,Q96DU9,0,-6.2297,,chrX,True,Cytoplasm,NUC
97342,167681,PRSS35,244954.0,serine protease 35,Q8N3Z0,"Protein import, sorting and homeostasis > Protein homeostasis",-6.2297,,chr6,True,Secreted,NUC
97343,201973,PRIMPOL,408022.0,primase and DNA directed polymerase,Q96LW4,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,-6.2297,,chr4,True,Nucleus,NUC
97344,84947,SERAC1,321007.0,serine active site containing 1,Q96JX3,Metabolism > Lipid metabolism > Phospholipid metabolism,-6.2522,5.0,chr6,True,Mitochondrion membrane,NUC
97345,55014,STX17,67727.0,syntaxin 17,P56962,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Autophagy,-6.3219,,chr9,True,Endoplasmic reticulum membrane,NUC
97346,55006,TRMT61B,,tRNA methyltransferase 61B,Q9BVS5,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,-6.9601,5.0,chr2,True,Mitochondrion matrix,NUC
97347,5138,PDE2A,207728.0,phosphodiesterase 2A,O00408,Signaling > cAMP-PKA signaling,-7.1786,5.0,chr11,True,Cell membrane,NUC
97348,55848,PLGRKT,67759.0,plasminogen receptor with a C-terminal lysine,Q9HBL7,0,-7.3086,,chr9,True,Cell membrane,NUC
97349,254013,ETFBKMT,320204.0,electron transfer flavoprotein subunit beta lysine methyltransferase,Q8IXQ9,"Metabolism > Electron carriers > Q-linked reactions, other",-7.3264,3.0,chr12,True,Cytoplasm,NUC
97350,79680,RTL10,,retrotransposon Gag like 10,Q7L3V2,Mitochondrial dynamics and surveillance > Apoptosis,-7.46,3.0,chr22,True,Mitochondrion,NUC
97351,10018,BCL2L11,12125.0,BCL2 like 11,O43521,Mitochondrial dynamics and surveillance > Apoptosis,-8.0704,,chr2,True,Endomembrane system,NUC
97352,56907,SPIRE1,68166.0,spire type actin nucleation factor 1,Q08AE8,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Organelle contact sites,-8.0704,,chr18,True,"Cytoplasm, cytoskeleton",NUC
97353,205327,C2orf69,73467.0,chromosome 2 open reading frame 69,Q8N8R5,0,-8.0704,,chr2,True,Mitochondrion matrix,NUC
97354,9823,ARMCX2,67416.0,armadillo repeat containing X-linked 2,Q7L311,0,-10.0112,,chrX,True,Mitochondrion,NUC
